,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
5.94_325.1282m/z,325.128249363,1,5.9438333333,1070.350683578,0,0,0,318443.975228656,217446.154796569,175324.198502659,0,186.916279249,2655.5081090682,4852.5330426697,1431.2165557342,0,1067.0755632913,5767.3422729976,0,57954.180695355,25580.3591097198,23231.6319885257,16581.0614727677,3116.7555082516,8262.2059933228,0,981.2910927838,29395.0816453137,1.0666990542,1588.2583374262,0,106057.355443876,117945.451643014
10.09_337.2217m/z,337.2216788322,1,10.0850333333,2137.778832418,1374.7337664748,5576.9575750035,182.033720999,830091.847944437,121506.505912328,95854.3460114263,0,94054.2270983792,15309.290369736,51178.4189880128,87531.661153215,76477.0857239691,324229.530451469,112150.180445639,11392.8343780405,650291.448412225,359357.071477329,252208.244011345,3578345.41442475,128877.640211442,114874.708312414,98537.9581633984,78416.3995374684,13421.596940024,33822.7012156734,72755.7636854347,507240.248120375,144101.299423646,81422.859976387
1.30_365.1202m/z,365.1202499481,1,1.2971833333,2833.1262509155,42995.4667623602,118766.831178489,195622.676425107,281686.001865058,487257.837453205,297514.00406207,319804.5077302,156415.063704488,220435.834673622,836552.109284464,617235.639471031,738234.070289555,587567.070922848,363305.295694654,460853.190856933,23044.5701300134,194968.711084111,86568.8164481478,1083141.40193271,981038.044683812,91227.5173938213,133663.324318364,159421.663197213,673541.911082565,383649.121197805,580615.609143235,860548.457601224,1173845.74674846,901330.688910438
4.33_294.1803m/z,294.180261125,1,4.3291166667,0,0,0,0,214779.92807481,42260.7841491619,100444.99194336,0,2371.8010488195,0,0,0,12929.2636612724,0,38399.0776348852,0,0,542.3867463233,16866.9318901634,417289.398446693,804077.504447028,0,0,32.0937863786,5842.0183179075,41994.8663080107,37072.2265224257,39872.4011230476,106646.039801936,0
13.61_353.2411m/z,353.2411083693,1,13.6116333333,765514.441757129,270850.879124619,300629.940805479,320774.310127639,336882.286986602,209535.87546461,168529.950450362,6125.5915713986,153260.758815723,198639.057098965,301001.272039824,255303.070636388,183477.312150055,161006.592073229,221400.8653688,203601.27581592,871664.533843202,674793.689761928,232985.724744468,365884.950603275,176073.357547686,29256.2936189963,218846.113577772,188810.890007829,439091.553606064,280642.503743602,207761.542527888,385399.314808055,204688.4226777,166497.250779734
5.98_181.1126m/z,181.1125592054,1,5.9767833333,29330.9054600051,0,0,7.216934571,1385846.58635536,1171294.79395955,1418955.97619052,41344.371775145,62269.0727844782,15512.0105100186,1416.5054016114,1122.4930849171,0,2596.7606811524,42747.9170360585,41868.9535807796,1042.7959247502,257.7277219149,1814.6275527648,86004.2825356203,63466.7483579783,14613.2100312216,170.3968494528,8325.5420450615,15264.493896484,630.1135253907,0,29335.0030657054,1322.0753947126,0
3.65_436.0358m/z,436.0358028194,1,3.6480333333,0,0,0,0,5310.1303204503,0,16053.9343028255,0,0,1417.5916595459,189526.143175263,79136.1175328842,150.9725774249,27766.8547973629,23412.1500663547,74304.2718825272,2947.0756835938,6160.0555877687,2081.7418606447,0,5118.8469238283,0,0,0,2087.115600586,63.1437572359,27489.754011303,0,0,0
7.95_115.0177m/z,115.0177406436,1,7.95395,0,6832.6552722306,9563.9980525907,16218.0906809132,0,0,0,0,0,262.9058475935,8922.648381989,10943.2920163346,6902.6890449153,3548.6789916202,7687.3033560462,11291.215209961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.48_114.1350m/z,114.1349647791,1,1.4839166667,85634.0942234078,88647.9828178876,85739.6235211292,83177.4534193689,52980.1750555833,23931.1460079157,36136.7151506664,64308.591740006,54462.0641680311,64954.4761966895,52557.7335156797,23654.6172934897,17568.6244918127,207969.918946586,121876.691528319,215511.728393553,133882.156254241,57587.1014513933,81908.3132416923,97353.9466176578,76185.5245203274,102492.47054571,104421.211079616,176275.888305664,58014.8815883646,46316.3463367461,97267.3642578126,129352.095223207,65808.0627761397,76284.321228028
7.72_114.0531m/z,114.0530880474,1,7.7232666667,31136.5341012981,70173.121913022,69526.8373482638,76919.2867339756,0,0,0,0,0,34842.837864584,59946.0038818352,50150.8502441025,32158.5338439936,35953.7618566804,34986.520385742,35747.1812774524,0,0,0,0,0,6574.8542962997,10041.3602157905,15171.0296376098,0,26477.6863334724,7441.4351196291,8095.3538818363,4857.067626953,0
4.50_231.1712m/z,231.1712275384,1,4.5048833333,0,0,20.9876976539,0,0,0,0,2202.2868652343,0,0,2018.927187129,6801.1155832558,84797.69458929,173200.822950739,139020.056127376,173496.194504602,0,1127.8359680176,56220.8178447785,35008.0980224608,23427.0239257818,3314.8969309233,6020.9658275749,96886.1349810584,121.714816401,0,1629.1774766251,31777.3520567624,2386.3117065428,177710.194887635
3.77_432.1843m/z,432.184331926,1,3.7688833333,0,0,0,0,2475.5473270274,22356.0564394569,0,0,439.1118837835,0,465822.856500624,644253.892993634,2803.4474525594,0,14.1414110238,0,0,17708.7587525257,22556.7142636643,16315.3920976632,1495.9924496376,0,4642.3998227694,0,0,364.989074707,11141.0107079476,2868.1171354317,8403.0694571635,10768.4784775862
7.98_539.2067m/z,539.2067253961,1,7.9759166667,0,1180.3411328408,0,0,11662.7744596831,0,3404.1754424413,1605228.49304624,1690574.75607957,0,3211.2891066741,2859.2311597314,19070.5332301916,80.0411185121,0,0,6501.3382248653,2211.9458580766,0,2357.9422132111,0,146164.880707798,50374.2350692766,15243.2223361219,63462.1953539793,22443.0268781016,40832.163130781,8554.607535719,5816.1089697561,1372.6424640352
14.08_523.3758m/z,523.3757606825,1,14.0840833333,0,11974.5059025964,24356.5159385579,48651.7748463753,13518.3439260048,36076.3965163056,20088.1546811415,61390.7891001726,81853.3174494571,11501.5650184988,126528.249047901,122899.952312464,7330.4256591797,2669.2858886719,31142.9908835857,7938.1191117861,70921.1893320412,94335.947048649,23877.9684968179,484848.47079315,11958.2322698457,130473.303671938,251212.992201818,4993.7975999707,306423.879737352,120547.525607512,27341.0761858924,184191.86523438,450416.256950696,27844.4962222178
2.01_199.1707m/z,199.170722469,1,2.0111833333,4.0059709395,0,0,0,25321.6262151278,98885.3401654248,126308.977432624,0,601.3124663182,0,1349.2957603659,1587.668182373,0,1518.2445678711,3643.0736342852,2046.1501736692,1524.6252359526,1161.0929107666,0,0,28793.132190807,0,963.0140365124,0,5928.8111767073,15439.0813144619,14753.3236501077,0,1425.5116955669,0
4.92_433.1765m/z,433.1764597233,1,4.9223,0,0,336.2850962768,0,0,0,2731.6724853516,15330.3071502179,17259.0650024317,1895.2484310897,1004.0439998646,1525.9648761412,17519.185509872,960.6309781478,5464.4887408693,706.2590063938,59085.3236940668,0,0,1428965.29059892,1819495.16148578,5729.8001115253,0,1089.0160827123,36.8554170497,0,1724.7873021779,1592.4931912822,11474.5690734341,1736.7367972231
19.74_180.9869m/z,180.9869073119,1,19.7386666667,47369.3338501635,145416.269366086,179973.673166869,163231.471607665,121818.751113209,144253.178288306,156673.223108947,141034.14672339,172336.234584309,151067.447125382,109503.615919783,187758.927126343,118311.076493421,114825.602216475,151944.862299365,140044.129012442,113581.096058664,148268.730078874,149119.001631023,113288.121697515,135234.551635741,120066.738937224,172082.839603984,175742.735034724,127217.635300033,149984.651097818,155656.301689227,120187.142451778,184274.949747113,175438.324267734
7.40_473.3242m/z,473.3241630711,1,7.4047166667,0,0,0,0,13.3773094739,1098.8200426208,2325.8684679415,8945.070482599,0,11.8088826755,0,2489.1033515187,0,0,1586.1051150079,606.8329760775,0,0,39.0191083632,307943.270269166,363559.184703798,7776.9910837306,770.7175996607,382.5344899622,76.5009087564,0,1064.8125610352,2511.5626603717,0,0
6.03_537.2620m/z,537.2620107511,1,6.0317,0,0,0,0,125758.436731936,143017.961652091,188205.003906254,0,0,0,0,0,8819.070863069,1111.8666166866,31656.771629305,43072.927725898,0,2562.4162597656,0,0,5568.0461907911,17804.0362218296,0,3026.3013916017,133269.752915968,20269.1385844926,0,25277.4164211205,27371.9255839556,35286.7814321629
6.33_248.2344m/z,248.2343840749,1,6.3282666667,0,0,0,0,318730.723958662,256186.37259422,445728.358642575,0,5825.4115630794,892.0839538574,0,483.7919720194,32.5131571162,0,0,0,8287.0254516602,11365.5491439299,10430.7108154297,0,0,0,0,0,14711.5172371967,26476.6016279406,14365.1366160779,3258.7052203411,779.9867677101,7212.3692459365
4.93_455.1712m/z,455.1711629517,1,4.9332833333,0,0,0,0,0,0,0,2433.1687622862,0.1881130871,0,0,0,14890.79731412,35358.2439185193,30723.8649609445,128659.161986215,15053.5190108929,23106.7053917072,16691.8855647748,250779.042824738,195308.409556827,0,0,4601.7218733953,5248.3691691676,1625.0640869141,0,21178.2860117004,37952.6689980486,13492.1434472252
1.26_189.1201m/z,189.1200991509,1,1.2642333333,1028.5819374502,24979.9027535481,35718.5254120159,46816.6233875037,202068.473754883,18376.1301269533,126168.827010431,150050.552651918,45741.5754942632,255365.030893015,47877.6749877932,6768.1179199217,46568.340591143,127204.091918945,96394.1649780289,199130.143920897,47545.4534301757,59548.2856140132,151031.155212403,229446.851681871,240730.033830351,92677.0306560984,37504.803433507,201811.685736869,198393.685363769,120423.7655328,219769.692138673,186389.241821291,166437.900917884,172114.604922421
18.65_659.5905m/z,659.5904662985,1,18.6488333333,0,0,361.7717297546,1.4179935182,35.8428106854,84.7912391613,140.7766256356,9277.5055278574,15415.0207043274,0,1986.4184349423,684.9768729112,19.1555051058,1252.3882811258,5.1634119965,1635.7468314879,1691818.72948965,441.4832719522,50581.6633826877,0,623.7512152033,162861.514157744,1576.0918603907,1406.3540430662,0,118.2555234903,3.3786726141,240883.440935156,3467.3149797889,2615.0271922434
18.13_101.9000m/z,101.9000039591,1,18.1276666667,20821.0201110838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5000061674,0,0,0,0
7.24_509.2100m/z,509.2099846727,1,7.23995,0,0,0,0,12814.2455236462,68943.5313428508,0,8437.7405074941,18967.1228513544,10944.0007809843,0,0,0,3524.9277700409,0,9517.4115744465,2666347.30980234,10053.5834062521,0,4098.7765970389,0,0,0,5238.6368060878,2397.3467906282,0,0,30659.9016819161,1633.9796307126,2982.091199491
5.58_278.2029m/z,278.2028644314,1,5.5813666667,0,0,0,0,411342.661555838,27898.7119472494,58827.0028436266,305.5574824307,0,1319.2802124023,1601.2882689487,0,1641.0163794217,43390.9935782632,39778.9368053862,137386.943638573,13.0068929304,64.6314717974,301.144722187,0,0,0,0,9630.5240753094,17048.0910874911,19756.8446075506,37050.1193750631,0,0,0
1.75_141.8210m/z,141.8209551896,1,1.74755,5063.7626953124,10279.674435334,7872.5835496848,1164.0143421089,108.855759989,2629.7868523218,7639.7520165191,0,24232.5308088328,7135.3967285156,2287.5257610729,0,0,449.4115204812,0,4948.5222800281,2084.4631347657,0,0,846.4175685947,0,2648.4369939042,9739.3532100913,9416.7158995712,173.0763342058,0,0,0,0,0
2.40_379.1608m/z,379.1607970931,1,2.39565,0,298.5694009576,0,0,13785.7736280874,22900.6768353387,61124.9328733401,9746.8117056407,55422.6368619337,87748.5166156516,0,0,2615.2872159681,1538.155722904,3779.1289064312,871.7293912315,0,694.3501967578,0,2885.4088532382,3585.981621313,0,0,0,1333.6984993485,23432.1604260506,30721.9633739732,1974.5347960403,17618.7849340159,44206.3913270008
6.68_415.2516m/z,415.2516426573,1,6.67975,0,0,1068.7287750244,0,156.7835003866,0,0,2406.7221053363,0,3092.0068170033,672.3738560371,2008.654296875,0,4401.6896561002,1228.376460761,35520.9187345741,7210.9815916359,39468.0726975674,6115.3537902834,24188.9677443431,7769.6635532645,563.3692530007,1371.7904547271,12028.6938926424,9683.5183105468,0,164309.731236044,16873.0470900728,0,2103.0455955834
9.76_295.2302m/z,295.2301744453,1,9.75545,3576.3530755026,3763.7025070191,21699.5283429365,25593.5305541189,43069.6371512371,79112.7224488823,95552.6186855722,39945.7672104252,120216.953116643,47303.773380106,235056.080118873,218055.281524122,596229.219610891,29911.1827452041,30406.8084381916,45451.827051146,81613.3102196736,84653.7004695387,94194.6161622787,69571.0324531546,115138.25987652,150576.129932431,49115.6488594367,162785.932200801,190722.590557319,8040.6400300553,71044.7451599774,90400.6088467455,41598.8891149391,63624.8879485053
12.13_203.2305m/z,203.2304810817,1,12.1285166667,0,0,1744.4792824376,1276.688048607,2557942.60802243,778712.198842283,95931.5370290752,1312900.24444469,1045715.14812454,24806.1678683648,2119.1754576905,769.6006217334,7756.8520251891,29594.8916953181,9318.9100599434,1218.0877056541,1867.6030301162,0,0,0,82.4563678015,22009.5483514845,3540.8250662733,2969.1067650192,590298.135451051,220032.44242309,65301.6158484009,48308.8364971704,1381.9399414062,1198.4154118847
11.50_377.2101m/z,377.2101286496,1,11.5022833333,308.8932004161,0,2860.1818035519,1001.6968078614,186304.091161912,38033.5425860399,1185.7350633354,0,0,0,0,0,0,0,0,0,0,0,0,362.9690315903,0,1297.1805656616,0,0,0,0,0,0,0,0
9.50_439.3233m/z,439.3232683055,1,9.5028,0,269.9163258436,775.8202655445,0,16757.5500763513,17297.4769796498,10296.3725990621,77900.7584046091,6236.2942962772,0,1539.4338527642,0,0,45557.7948317669,8423.3275662874,8571.4027976754,5744.8452524047,5335.4459846489,210.5698190906,746162.708034326,966383.852546862,40100.0084665229,3707.365600586,1241.6262056403,9321.3063343749,0,7339.0563007213,61862.8022164484,51946.3920950477,2786.9013242981
11.40_540.3942m/z,540.3941756115,1,11.4034166667,0,0,2355.5500048904,7746.5101762138,173136.501431443,48103.2945978201,0,65078.1256261503,263225.589418761,2661.7388357531,124766.024857348,266061.182946096,32606.5303955077,219248.781525612,574132.950454094,2938.6211130544,61106.5853320317,39141.4208183249,0,21374.7802725021,0,2607.4291321457,2162.5375879564,1704.2665710449,71102.0618529417,30589.7252163849,12028.2633405178,30755.2845064798,18585.8459266038,834.1116333008
10.11_522.3878m/z,522.3878009076,1,10.107,0,1102549.62625931,9234.9135385023,576649.162451984,601153.161868147,187818.155960844,40582.9161372233,6175107.97338327,903480.181080431,28011.1695711652,280185.840391892,99416.5750225141,508385.765806551,695459.622076567,867857.280079648,38077.7936662329,311831.133375678,408841.798913452,17485.0273834525,3366707.34071678,50790.1897018033,32175314.1791356,14333184.5893281,79115.1607790112,946231.041463231,1791378.74953087,135502.066505313,1962458.82537646,391634.809143578,22225.3534011462
4.19_446.1940m/z,446.1940040847,1,4.1863166667,0,0,0,0,4180.1312820257,1723.4539835,20.2624709483,0,0,13.6711694492,544954.367346923,984327.947240165,9332.5226784365,738.8314989105,0,16245.7898983007,0,0,1806.5270993883,4943.3370305264,16584.2599556005,1019.9193969237,0,202.7093241031,9062.4429270156,0,1652.2233143668,0,0,7979.2976344016
14.34_445.0732m/z,445.0731962803,1,14.3368,39019.8531929656,142477.182447076,219965.305657059,297036.97755297,24645.3299984917,52380.3687993541,75878.8940888244,15172.4635571826,36296.8098423379,113595.198464633,26405.1739594766,106392.143007589,50572.3292801241,27359.9719356606,100807.525403064,59772.5387748567,50326.7616619739,122745.930291119,46049.366093387,65909.5204633932,35422.2346792,45757.7905689889,12065.0827628334,63138.3684047639,59650.2737090638,16522.1450873601,88112.1145023166,106608.735785357,54194.1556889686,132367.826439841
13.57_419.3210m/z,419.3209650333,1,13.5677,0,0,0,0,3786.6481933595,3345.1215928186,0,76944.783047579,0,0,3567.4683310197,0,0,2686.0948787797,1472.7018432617,0,920.7244790944,22181.758422852,920.2468706179,4410.5370411111,1546.0844488659,180.3296653962,0,1030.0726969782,0,0,0,72.5360502431,18685.1958977409,0
5.59_483.1801m/z,483.1800848021,1,5.59235,0,0,0,0,7578.1389202265,0,0,32310.2973451099,16504.589107479,4363.6433901358,0,0,7581.9321660142,2052.3088821492,99.7100132631,2979.6347030717,715195.606331738,500257.565938674,292287.48616178,36714.8978060442,0,8212.6816862499,8362.3201090045,7787.9968874762,0,0,0,0,0,0
5.01_247.1883m/z,247.1882859046,1,5.0101833333,0,0,0,107.960897566,882010.045681284,614429.498057629,894661.683715825,14356.377854959,0,0,445.3215026855,0,0,5308.6145322711,3564.8982586537,11384.3205503635,29796.163846827,8678.2879599249,20915.2008871624,3999.5988159179,9379.5038181372,0,0,0,12999.0815881403,9288.0616766308,22039.9766933057,25780.354678843,1865.6105359109,11485.4462752248
9.23_113.7036m/z,113.7036394613,1,9.2281666667,0,16.0892988779,4500.0895385741,3586.627685547,0,0,0,0,0,0,0,239.1587178027,5267.6405029298,467.1358328287,646.0397161897,0,0,22.5084213542,242.9599824919,0,0,0,1657.3728027343,0,0,0,0,0,0,0
5.86_132.0662m/z,132.066242598,1,5.85595,8951.8106313119,5564.129331946,5120.0141979005,6416.8266396776,8758.7205927116,15246.2370554607,10810.6640221581,0,0,0,7719.0244750978,0,0,337.6751231624,0,0,12998.0505371092,17270.7865342337,23121.3628546853,0,0,1965.5287439684,0,8972.8057210937,0,0,0,431.3926727634,3469.100671267,5314.7400329541
3.75_575.3156m/z,575.3155580638,1,3.7469,0,0,0,0,4276.3912746802,0,11196.6296852554,2686.4322124785,23301.9552133162,12924.1762500445,704329.78053114,803664.257782115,10359.2037640868,6268.6920030797,0,2392.9019593414,12807.6299648498,5873.850447706,57737.1716712141,0,0,0,0,0,1127.2619920219,0,228.6129087628,0,0,18651.0310710059
13.64_297.1361m/z,297.1361251676,1,13.6445833333,10217.605585022,32013.3082366045,65373.4772986014,110013.302139072,0,2630.6040649413,4458.9990871908,0,0,19905.2272078922,4073.3581676936,41556.1914005376,1293.5759998188,122.3367655018,16012.392687321,7983.8775922253,13650.9665527344,10522.0224102329,7631.1689320757,867.7065450776,9610.1244252809,0,3610.284781687,1147.9901890606,41215.9898780149,0,16721.0934532696,3591.5015797327,0,37568.6045356064
4.11_124.0930m/z,124.0930493789,1,4.1094166667,4776.4904440199,27170.481046739,45754.1716896787,27213.8782829755,8712.0471191406,861.0663221278,0,22155.3776460792,68131.84987629,18613.3720813939,5541.8249664306,5620.072714011,0,0,0,0,4710.6389160156,4762.0260620118,3016.1598510742,50772.4170539375,80115.2892324407,1852.4962682974,5767.8236779547,1306.0121526546,0,0,0,756.9301757813,3105.5321866994,0
15.70_297.0500m/z,297.0499949553,1,15.6951666667,5397.6958300698,35818.7294861888,50150.9546260759,74653.1503467213,20964.9920043944,17710.517229849,10950.3368024799,0,0,13874.0141014071,0,27289.6442753928,0,0,21862.101355858,1700.562079251,0,19773.0686864361,1266.5961986894,15518.0925458737,6762.4107131556,881.0477905273,0,877.2290500572,22130.5727166927,7748.8542443821,2146.7955097655,0,2685.1767124572,17746.3461087442
